project_key,summary,assignee,status,health,created,updated,discovery_first_generative_discovery_date,discovery_first_build_date,discovery_calendar_cycle_weeks,discovery_active_cycle_weeks,discovery_weeks_excluded,build_first_build_date,build_first_beta_or_live_date,build_calendar_cycle_weeks,build_active_cycle_weeks,build_weeks_excluded,discovery_effort,build_effort,build_complete_date,teams
HT-421,LHEI Reg | Commercial Loan Purpose Documentation,Jennie Goldenberg,03 Committed,On Hold,2025-06-27T16:15:55.081-0400,2025-09-10T06:30:51.984-0400,2025-07-01T10:37:06.047-0400,,10.0,9.71,0.29,,,,,0,,,,Tiger
HT-465,Digifi S2 | UAT & Feedback,Jacqueline Gallagher,03 Committed,Unknown,2025-07-08T16:56:43.728-0400,2025-09-10T06:30:49.402-0400,2025-08-12T15:26:08.000-0400,,4.0,3.86,0.14,,,,,0,,,,Totoro
HT-476,Funding & Buybox | Project Bacchus/Fund 6,Jacqueline Gallagher,03 Committed,Unknown,2025-07-23T12:41:47.792-0400,2025-09-10T06:30:48.472-0400,2025-07-30T12:55:06.073-0400,,5.86,5.71,0.14,,,,,0,,,,MK2
HT-485,Funding & Buybox | Centerbridge,Jacqueline Gallagher,03 Committed,Unknown,2025-07-30T12:41:23.756-0400,2025-09-10T06:30:47.586-0400,2025-07-30T12:57:30.535-0400,,5.86,5.71,0.14,,,,,0,,,,MK2
HT-486,Funding & Buybox | Oaktree,Jacqueline Gallagher,03 Committed,Unknown,2025-07-30T12:41:32.706-0400,2025-09-10T06:30:47.529-0400,2025-08-18T16:47:29.671-0400,,3.14,3.0,0.14,,,,,0,,,,Totoro
HT-506,State Launch: Tennessee,asigel@hometap.com,03 Committed,Unknown,2025-08-18T16:46:11.166-0400,2025-09-10T06:30:47.006-0400,2025-08-21T09:25:46.607-0400,,2.71,2.57,0.14,,,,,0,,,,Data
HT-442,Homeowner Knowledge Check,asigel@hometap.com,05 Solution Discovery,Mystery,2025-06-30T14:26:54.899-0400,2025-09-10T05:35:21.918-0400,2025-06-30T14:31:40.026-0400,,10.14,10.0,0.14,,,,,0,,,,SFDC
HT-438,Non-MD LHEI Req | Co-Applicant Access to Documents,Lizzy Magill,02 Generative Discovery,On Track,2025-06-27T16:16:02.448-0400,2025-09-09T14:59:20.482-0400,2025-07-02T09:36:13.347-0400,,9.86,9.86,0.0,,,,,0,,,,
HT-415,DigiFi S5 M5| Co-applicant Addition and Removal Functionality,Lizzy Magill,05 Solution Discovery,On Track,2025-06-24T12:41:38.260-0400,2025-09-09T14:57:35.630-0400,2025-06-24T12:43:59.494-0400,,11.0,10.86,0.14,,,,,0,,3.0,,KM2
HT-333,DigiFi S5 M2| Co-Applicant addition --> verification,Lizzy Magill,06 Build,On Track,2025-04-21T11:57:09.945-0400,2025-09-09T14:41:04.104-0400,,,,,0,,,,,0,,5.0,2025-08-29,KM2
HT-245,"DigiFi S6-7 | Non-Applicant Closing Participants (NTS, POA, Trustee)",Lizzy Magill,06 Build,On Hold,2025-01-10T09:37:05.130-0500,2025-09-09T14:38:12.064-0400,2025-04-16T15:18:55.023-0400,2025-07-29T15:48:23.712-0400,14.86,14.86,0.0,2025-07-29T15:48:23.712-0400,,6.0,6.0,0.0,,4.0,2025-12-19,KM2
HT-505,HTDC | Update HEI Copy,Sanela Smaka,02 Generative Discovery,On Track,2025-08-18T14:54:22.152-0400,2025-09-09T14:14:37.314-0400,2025-09-04T14:43:00.771-0400,,0.71,0.71,0.0,,,,,0,,1.0,,DEPT
HT-501,HTDC | Landing Pages Social Proof Test,Sanela Smaka,07 Beta,On Track,2025-08-14T10:46:32.234-0400,2025-09-09T13:55:46.874-0400,2025-08-27T07:56:33.653-0400,2025-08-27T07:57:53.937-0400,0.0,0,0.0,2025-08-27T07:57:53.937-0400,2025-09-02T11:07:28.102-0400,0.86,0.86,0.0,,1.0,2025-08-27,DEPT
HT-366,S2 | Completion of To-Dos Generated by Application,Chad Gallemore,06 Build,On Track,2025-05-21T15:32:08.072-0400,2025-09-09T13:48:48.529-0400,2025-05-21T15:34:31.559-0400,2025-08-19T09:10:00.171-0400,12.71,12.57,0.14,2025-08-19T09:10:00.171-0400,,3.0,3.0,0.0,,3.0,2025-10-16,CG2
HT-530,DigiFi Task Assignment Logic & Behavior,Jennie Goldenberg,02 Generative Discovery,On Track,2025-09-08T13:06:17.831-0400,2025-09-09T13:47:31.836-0400,2025-09-08T13:06:45.850-0400,,0.14,0.14,0.0,,,,,0,,,,"Architecture, SFDC"
HT-531,Hub Operations on Invested Tracks,Jennie Goldenberg,02 Generative Discovery,On Hold,2025-09-08T14:10:10.467-0400,2025-09-09T13:47:24.132-0400,2025-09-08T14:10:34.750-0400,,0.14,0.14,0.0,,,,,0,,,,Architecture
HT-481,HTDC | Rebrand,Sanela Smaka,06 Build,On Track,2025-07-28T13:16:44.760-0400,2025-09-09T13:07:56.619-0400,2025-07-29T14:49:55.088-0400,2025-08-28T15:34:54.456-0400,4.29,4.14,0.14,2025-08-28T15:34:54.456-0400,,1.71,1.71,0.0,,1.0,2025-09-05,DEPT
HT-156,HTDC | Investor Microsite,Sanela Smaka,06 Build,Off Track,2024-10-29T10:13:47.941-0400,2025-09-09T13:06:50.166-0400,,,,,0,2025-07-01T10:06:02.390-0400,,10.0,10.0,0.0,,2.0,,DEPT
HT-386,HTDC | Macroeconomy Growth Tool & Landing Page,Sanela Smaka,05 Solution Discovery,On Track,2025-06-04T14:10:55.617-0400,2025-09-09T13:05:45.533-0400,2025-06-04T14:11:20.153-0400,,13.86,13.71,0.14,,,,,0,,,,DEPT
HT-526,HTDC | Cost of Homeownership Calculator Landing Page,Sanela Smaka,02 Generative Discovery,On Track,2025-09-03T14:02:35.026-0400,2025-09-09T13:00:16.104-0400,2025-09-04T14:44:24.110-0400,,0.71,0.71,0.0,,,,,0,,1.0,,DEPT
HT-218,HTDC | Ambassador Program Landing Page,Sanela Smaka,05 Solution Discovery,On Track,2024-12-23T08:52:55.384-0500,2025-09-09T12:52:23.438-0400,2025-06-11T13:49:13.395-0400,,12.86,12.71,0.14,,,,,0,,3.0,,DEPT
HT-515,Homeowner Hub Phase 2 - Color Update,Sanela Smaka,05 Solution Discovery,On Track,2025-08-27T07:48:44.994-0400,2025-09-09T12:47:45.449-0400,2025-08-27T07:51:15.039-0400,,1.86,1.71,0.14,,,,,0,,,,CG1
HT-482,Homeowner Hub Phase 1 - Logo Update,Sanela Smaka,06 Build,On Track,2025-07-29T14:15:11.961-0400,2025-09-09T12:46:52.472-0400,2025-07-29T14:57:28.225-0400,2025-09-04T13:27:05.710-0400,5.14,5.0,0.14,2025-09-04T13:27:05.710-0400,,0.71,0.71,0.0,,2.0,2025-09-18,CG1
HT-502,"Inquiry | Login CTA ""Quick Win""",Sanela Smaka,06 Build,Off Track,2025-08-14T13:08:24.599-0400,2025-09-09T11:18:02.798-0400,2025-08-14T13:23:16.689-0400,2025-08-19T11:55:37.094-0400,0.57,0.43,0.14,2025-08-19T11:55:37.094-0400,,3.0,3.0,0.0,,2.0,2025-09-01,KM2
HT-528,S3 | AVM Repulls and .pdf Generation (DigiFi Support),Jennie Goldenberg,06 Build,On Track,2025-09-03T15:23:31.713-0400,2025-09-09T11:17:39.517-0400,2025-09-03T15:24:11.224-0400,2025-09-09T11:17:39.517-0400,0.71,0.57,0.14,2025-09-09T11:17:39.517-0400,,0.0,0,0.0,,2.0,2025-10-01,MK1
HT-462,S3 | AVM .pdf (Application Webhooks),Jennie Goldenberg,07 Beta,Complete,2025-07-08T10:05:18.067-0400,2025-09-09T11:16:59.977-0400,2025-07-08T10:07:08.783-0400,2025-08-06T14:16:16.053-0400,4.14,4.0,0.14,2025-08-06T14:16:16.053-0400,2025-09-09T10:52:10.703-0400,4.71,4.71,0.0,,3.0,2025-08-01,MK1
HT-464,S3 | Define RHV & BHV Behavior,Jennie Goldenberg,07 Beta,Complete,2025-07-08T10:12:41.013-0400,2025-09-09T11:16:58.268-0400,2025-07-08T10:16:47.795-0400,2025-07-22T10:44:57.849-0400,2.0,1.86,0.14,2025-07-22T10:44:57.849-0400,2025-08-19T10:45:54.943-0400,4.0,4.0,0.0,,2.0,2025-08-01,MK1
HT-364,S1 | UAT and Feedback,Jennie Goldenberg,06 Build,On Track,2025-05-21T15:14:52.572-0400,2025-09-09T11:16:56.287-0400,2025-05-21T15:20:21.455-0400,2025-09-03T16:26:47.989-0400,15.0,14.86,0.14,2025-09-03T16:26:47.989-0400,,0.86,0.86,0.0,,2.0,2025-09-01,"CG1, CG2, KM1, KM2, GM1, GM2, MK1, MK2"
HT-463,S3 | Expand Self-Disclosed Value Experience,Jennie Goldenberg,06 Build,At Risk,2025-07-08T10:07:49.077-0400,2025-09-09T11:16:49.958-0400,2025-07-08T12:59:40.727-0400,2025-07-29T10:40:45.563-0400,2.86,2.86,0.0,2025-07-29T10:40:45.563-0400,,6.0,6.0,0.0,,3.0,2025-08-01,MK2
HT-322,DigiFi | Qualia Integration,Lizzy Magill,05 Solution Discovery,On Track,2025-04-04T15:05:08.585-0400,2025-09-09T10:58:13.880-0400,2025-09-03T15:00:01.604-0400,,0.86,0.71,0.14,,,,,0,,2.0,,MK1
HT-75,Homeowner Action Items MVP,asigel@hometap.com,05 Solution Discovery,Off Track,2024-09-12T13:09:24.334-0400,2025-09-09T10:50:06.421-0400,2025-06-06T14:37:59.889-0400,,13.57,13.43,0.14,,,,,0,,4.0,,CG1
HT-525,S3 | Unified Home Val API - Surface Home Val in all Key Places,Jennie Goldenberg,05 Solution Discovery,On Track,2025-09-03T09:53:01.334-0400,2025-09-09T10:46:29.431-0400,2025-09-03T10:02:34.980-0400,,0.86,0.71,0.14,,,,,0,,3.0,,MK1
HT-503,"Inquiry | Start a New Investment ""Quick Win""",Sanela Smaka,05 Solution Discovery,On Hold,2025-08-14T15:54:24.844-0400,2025-09-09T10:12:53.795-0400,2025-08-14T15:56:40.316-0400,,3.71,3.57,0.14,,,,,0,,,,KM2
HT-147,"LOS S4 | Auto-Generate Estimate, IM approval",Garima Giri,02 Generative Discovery,On Track,2024-10-18T09:26:51.842-0400,2025-09-04T00:00:51.659-0400,2025-04-01T14:39:28.442-0400,,23.0,23.0,0.0,,,,,0,,3.0,,
HT-343,LOS S2 | Appraisal Type Selection,Jacqueline Gallagher,04 Problem Discovery,On Track,2025-05-02T14:29:38.598-0400,2025-09-04T00:00:51.256-0400,2025-05-07T14:35:03.211-0400,,17.86,17.71,0.14,,,,,0,,2.0,,GM2
HT-175,Copy of Quick win: Prevent Account Enumeration,Jonathan Vasquez,06 Build,On Track,2024-11-13T12:50:55.149-0500,2025-09-04T00:00:50.803-0400,,,,,0,,,,,0,,2.0,2024-11-21,State Farm
HT-204,Hybrid CX: Early Stage Planning,Martha Carl,05 Solution Discovery,On Track,2024-12-06T13:47:07.254-0500,2025-09-04T00:00:50.653-0400,2024-12-09T16:42:12.736-0500,,39.14,39.14,0.0,,,,,0,,5.0,,
HT-329,Vanessa N/A Lead Test,Vanessa Ferranto,02 Generative Discovery,On Track,2025-04-09T15:55:51.064-0400,2025-09-04T00:00:50.477-0400,2025-04-09T15:57:20.662-0400,,21.86,21.0,0.86,,,,,0,,,,State Farm
HT-268,Test idea,,04 Problem Discovery,Mystery,2025-01-30T12:21:14.138-0500,2025-09-04T00:00:50.367-0400,2025-04-09T13:54:40.789-0400,,21.86,21.43,0.43,,,,,0,,,2025-05-02,DEPT
HT-373,AI | Fluree Evaluation,Robert J. Johnson,06 Build,At Risk,2025-05-27T14:39:57.744-0400,2025-09-04T00:00:49.122-0400,2025-06-04T14:43:25.069-0400,2025-07-16T13:20:14.217-0400,5.86,5.71,0.14,2025-07-16T13:20:14.217-0400,,7.86,7.86,0.0,,3.0,2025-08-27,Data
HT-348,LOS S4 | Auto-Generate Estimate,Garima Giri,06 Build,On Track,2025-05-06T17:27:56.594-0400,2025-09-04T00:00:46.976-0400,,,,,0,2025-07-14T12:46:15.402-0400,,8.14,8.14,0.0,,4.0,2025-09-04,GM2
HT-345,Marketing/Capital | Equity Refresh Analysis,Robert J. Johnson,04 Problem Discovery,On Track,2025-05-06T11:08:08.502-0400,2025-09-04T00:00:46.966-0400,2025-05-21T14:00:03.948-0400,,15.86,15.71,0.14,,,,,0,,4.0,,Data
HT-349,DocMagic SOW | Unlicensed product needs,Jacqueline Gallagher,05 Solution Discovery,At Risk,2025-05-07T11:26:32.160-0400,2025-09-04T00:00:46.424-0400,2025-05-07T11:30:07.210-0400,,17.86,17.71,0.14,,,,,0,,,,Totoro
HT-375,AVM Pulls by Purpose,Robert J. Johnson,05 Solution Discovery,On Track,2025-05-29T09:15:45.026-0400,2025-09-04T00:00:44.149-0400,2025-05-29T14:26:48.528-0400,,14.71,14.57,0.14,,,,,0,,,,MK2
HT-512,Digifi S9 | Reggora integration support,Jacqueline Gallagher,06 Build,At Risk,2025-08-26T14:50:19.594-0400,2025-09-04T00:00:43.472-0400,2025-08-26T14:52:27.436-0400,2025-08-26T14:57:41.824-0400,0.0,0,0.0,2025-08-26T14:57:41.824-0400,,2.0,2.0,0.0,,3.0,2025-09-04,GM1
HT-479,Test Item,asigel@hometap.com,02 Generative Discovery,On Track,2025-07-28T10:46:01.844-0400,2025-09-04T00:00:41.325-0400,2025-07-28T10:46:16.718-0400,,6.14,5.29,0.86,,,,,0,,1.0,2025-07-28,DEPT
HT-382,LHEI variables,Jacqueline Gallagher,04 Problem Discovery,At Risk,2025-06-03T12:12:05.996-0400,2025-09-04T00:00:40.697-0400,2025-06-11T14:20:56.478-0400,,12.86,12.71,0.14,,,,,0,,,,Totoro
HT-398,Improve Document Upload To-Do Modals,Lizzy Magill,05 Solution Discovery,On Track,2025-06-17T12:02:10.148-0400,2025-09-04T00:00:38.999-0400,2025-06-17T12:06:30.369-0400,,12.0,11.86,0.14,,,,,0,,2.0,,CG2
HT-417,Inquiry | Automate Prior Adverse Event DQs,Robert J. Johnson,02 Generative Discovery,On Track,2025-06-27T13:34:26.583-0400,2025-09-04T00:00:38.717-0400,2025-07-10T11:03:29.696-0400,,8.71,8.71,0.0,,,,,0,,,,Data
HT-488,Digifi S18 | DocMagic/Digifi integration (IDD and Contract Gen),Jacqueline Gallagher,05 Solution Discovery,On Track,2025-07-30T13:23:56.104-0400,2025-09-04T00:00:38.507-0400,2025-07-30T13:34:25.486-0400,,5.86,5.71,0.14,,,,,0,,,,GM2
HT-487,Digifi S19 | Leverage Setpoint in Digifi,Jacqueline Gallagher,04 Problem Discovery,On Track,2025-07-30T13:21:42.646-0400,2025-09-04T00:00:37.692-0400,2025-07-30T13:34:52.568-0400,,5.86,5.71,0.14,,,,,0,,,,Totoro
HT-523,LOS S14 | Expose Flood Zone Data to DigiFi,Mike Karolow,06 Build,On Track,2025-09-02T11:42:15.579-0400,2025-09-04T00:00:37.261-0400,,,,,0,2025-09-02T11:43:41.914-0400,,1.0,1.0,0.0,,,2025-09-01,
HT-469,S13 | DSCR Calculations (DigiFi Support),Jennie Goldenberg,07 Beta,Complete,2025-07-15T13:47:26.377-0400,2025-09-03T16:08:48.528-0400,2025-07-15T13:48:59.815-0400,2025-09-03T12:57:43.212-0400,7.0,6.86,0.14,2025-09-03T12:57:43.212-0400,2025-09-03T16:07:21.078-0400,0.0,0,0.0,,1.0,2025-08-01,GM1
HT-418,LHEI MD | Data for Examinations,Jacqueline Gallagher,04 Problem Discovery,On Hold,2025-06-27T16:15:53.635-0400,2025-09-03T14:54:20.950-0400,2025-07-07T10:57:04.748-0400,,9.14,9.0,0.14,,,,,0,,,,Totoro
HT-327,Setpoint Spike | LOE to use Setpoint to allocate investments in Hub,Jacqueline Gallagher,02 Generative Discovery,Complete,2025-04-07T14:26:04.077-0400,2025-09-03T14:53:10.885-0400,2025-04-07T14:34:28.634-0400,,22.14,22.0,0.14,,,,,0,,2.0,,
HT-489,Phase 3 - FICO-only Risk Qualification - Update Hub UI to remove RB references,Garima Giri,07 Beta,On Track,2025-07-30T13:29:37.951-0400,2025-09-03T14:06:43.124-0400,2025-07-30T13:39:17.139-0400,2025-08-06T14:12:14.103-0400,1.0,0.86,0.14,2025-08-06T14:12:14.103-0400,2025-09-03T14:06:43.124-0400,3.86,3.86,0.0,,2.0,2025-08-21,Tiger
HT-392,LOS S9 | Service to Handle ClearEdge Documents,Mike Karolow,05 Solution Discovery,On Hold,2025-06-06T14:45:40.049-0400,2025-08-28T16:32:46.311-0400,2025-06-06T14:57:43.572-0400,2025-07-16T15:06:41.053-0400,5.71,5.43,0.29,2025-07-16T15:06:41.053-0400,,7.86,7.86,0.0,,3.0,2025-09-01,MK1
HT-413,DigiFi S5 M3| Co-applicant TLP Experience and Task Completion,Chad Gallemore,04 Problem Discovery,On Hold,2025-06-24T12:23:38.933-0400,2025-08-28T16:25:55.750-0400,2025-06-24T12:29:52.365-0400,,11.0,10.71,0.29,,,,,0,,3.0,,CG2
HT-350,LOS S8 | UTM,Garima Giri,02 Generative Discovery,Unknown,2025-05-07T14:11:09.077-0400,2025-08-28T16:24:49.285-0400,2025-05-07T14:18:37.496-0400,,17.86,17.86,0.0,,,,,0,,,,
HT-86,Automate UW Calculator | UW Details in SPA,Jennie Goldenberg,06 Build,Unknown,2024-09-13T17:01:04.526-0400,2025-08-28T06:31:38.987-0400,,,,,0,,,,,0,,,,Canada
HT-472,S11 | Adverse Events (DigiFi Support),Jennie Goldenberg,07 Beta,Complete,2025-07-16T12:41:50.352-0400,2025-08-26T17:49:03.809-0400,2025-07-16T12:42:37.231-0400,2025-08-26T17:48:11.759-0400,5.86,5.71,0.14,2025-08-26T17:48:11.759-0400,2025-08-26T17:49:03.809-0400,0.0,0,0.0,,2.0,2025-08-01,GM2
HT-296,LOS S1 | Submit Hometap Application backed by DigiFi configuration,Chad Gallemore,07 Beta,Complete,2025-03-06T11:58:10.263-0500,2025-08-26T09:15:38.224-0400,,,,,0,,,,,0,,3.0,2025-07-24,CG2
HT-388,LOS S2 | Doc Kind Labels,Greg Mundy,07 Beta,Complete,2025-06-06T13:12:14.608-0400,2025-08-20T14:33:51.310-0400,2025-06-06T13:55:52.343-0400,2025-07-01T16:44:54.553-0400,3.57,3.57,0.0,2025-07-01T16:44:54.553-0400,2025-08-20T14:23:47.423-0400,7.0,7.0,0.0,,3.0,2025-07-24,GM1
HT-355,Update BlackKnight report to include all investments,Mike Karolow,07 Beta,On Track,2025-05-13T09:02:32.638-0400,2025-08-20T13:02:44.607-0400,,,,,0,,,,,0,,2.0,2025-08-07,MK1
HT-468,DigiFi S5 M1 | Borrower Webhooks,Mike Karolow,07 Beta,Complete,2025-07-15T09:33:17.842-0400,2025-08-20T13:01:54.171-0400,2025-07-15T09:36:23.351-0400,2025-07-16T15:06:08.770-0400,0.14,0,0.14,2025-07-16T15:06:08.770-0400,2025-08-20T13:00:44.446-0400,4.86,4.86,0.0,,3.0,2025-08-01,MK1
HT-247,Contract Gen | Automatically send IDD upon creation,Jacqueline Gallagher,07 Beta,Complete,2025-01-13T10:10:22.719-0500,2025-08-14T13:27:54.002-0400,2025-06-11T14:48:30.083-0400,2025-07-17T16:24:21.466-0400,5.14,4.71,0.43,2025-07-17T16:24:21.466-0400,2025-07-23T11:52:54.673-0400,0.71,0.71,0.0,,3.0,2025-07-10,GM2
HT-365,S3 | AVM .pdf (Hometap Support) Property Details,Jennie Goldenberg,07 Beta,Complete,2025-05-21T15:28:38.461-0400,2025-08-14T13:27:53.078-0400,2025-05-21T15:31:22.431-0400,2025-07-08T12:43:02.841-0400,6.71,6.57,0.14,2025-07-08T12:43:02.841-0400,2025-07-22T10:29:03.869-0400,1.86,1.86,0.0,,2.0,2025-07-10,MK1
HT-294,LOS S1 | Unify FE for Investments and Overview page Cards,Greg Mundy,07 Beta,Complete,2025-03-03T11:08:19.560-0500,2025-08-05T12:41:01.300-0400,,,,,0,2025-04-15T17:04:14.077-0400,2025-06-06T13:11:37.064-0400,7.29,7.29,0.0,,2.0,2025-05-15,GM2
HT-241,LOS S2 | Docs Proxy Service,Greg Mundy,07 Beta,Complete,2025-01-10T09:23:50.615-0500,2025-08-05T12:40:56.967-0400,,,,,0,,,,,0,,5.0,2025-05-29,GM1
HT-239,LOS S1 | Inquiry to use DigiFi’s Application,Kristen Manning,07 Beta,Complete,2025-01-08T16:10:06.501-0500,2025-08-05T12:40:03.404-0400,,,,,0,2025-03-24T15:43:40.148-0400,2025-05-21T12:56:49.067-0400,8.14,8.14,0.0,,2.0,2025-05-01,KM2
HT-414,DigiFi S5 M4| Co-applicant Estimate and Offer Experience,Lizzy Magill,04 Problem Discovery,On Hold,2025-06-24T12:31:13.275-0400,2025-07-30T13:58:38.824-0400,2025-06-24T12:35:17.850-0400,,11.0,10.86,0.14,,,,,0,,3.0,,KM2
HT-466,S9 | Appraisals,Jacqueline Gallagher,02 Generative Discovery,Unknown,2025-07-08T16:59:42.211-0400,2025-07-16T15:12:13.299-0400,2025-07-08T17:04:04.234-0400,,9.0,9.0,0.0,,,,,0,,,,
